Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2013,9,7,Weekend,1600,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3100 BLK E COVENANTER DR & S AUTO MALL,39.153622,-86.49202654
2013,9,7,Weekend,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3100 BLK E COVENANTER DR & S AUTO MALL,39.153622,-86.49202654
2013,11,4,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,W GRIMES LN & WALNUT,39.15344,-86.53377638
2013,8,5,Weekday,1300,2-Car,functional,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,GRIMES & SOUTH WALNUT ST,39.15344,-86.5336
2013,8,5,Weekday,1700,Cyclist,functional,FAILURE TO YIELD RIGHT OF WAY,S WALNUT ST,39.15342171,-86.5336
2013,9,7,Weekend,1400,Cyclist,functional,DISREGARD SIGNAL/REG SIGN,GRIMES LN & HENDERSON,39.153392,-86.527008
2013,2,4,Weekday,1600,2-Car,No injury,UNSAFE BACKING,GRIMES LN & PARK,39.15336,-86.52430551
2013,3,6,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GRIMES & WALNUT ST ST,39.15335487,-86.53371457
2013,11,4,Weekday,800,2-Car,functional,FOLLOWING TOO CLOSELY,GRIMES LN & WALNUT,39.15335029,-86.53366694
2013,6,2,Weekday,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,GRIMES LN & WALNUT,39.15335029,-86.53369723
2013,3,5,Weekday,800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WALNUT & W GRIMES LN,39.15335029,-86.53370372
2013,4,3,Weekday,1900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,GRIMES LN & WALNUT,39.15335029,-86.53371021
2013,5,6,Weekday,1100,2-Car,No injury,FOLLOWING TOO CLOSELY,GRIMES LN & WALNUT,39.15335029,-86.53371021
2013,9,6,Weekday,900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,GRIMES LN & WALNUT,39.15335029,-86.53371021
2013,11,2,Weekday,1400,2-Car,functional,FOLLOWING TOO CLOSELY,GRIMES LN & WALNUT,39.15335029,-86.53371021
2013,6,6,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,GRIMES LN & HENDERSON,39.1533,-86.52696982
2013,5,2,Weekday,1400,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,EAST GRIMES LN & SOUTH HENDERSON,39.1533,-86.52696982
2013,10,7,Weekend,700,Cyclist,functional,FAILURE TO YIELD RIGHT OF WAY,E GRIMES LN & S HENDERSON,39.1532991,-86.5269577
2013,1,4,Weekday,800,1-Car,No injury,RAN OFF ROAD RIGHT,GIFFORD & PARK SQUARE DR,39.15307717,-86.59180145
2013,1,5,Weekday,2100,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S FENBROOK LN,39.15304586,-86.48636788
2013,5,2,Weekday,1600,2-Car,No injury,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,S COLLEGE MALL RD,39.15300429,-86.4976184
2013,6,3,Weekday,1500,2-Car,No injury,IMPROPER TURNING,S COLLEGE MALL RD,39.15300429,-86.4976184
2013,5,6,Weekend,2200,1-Car,No injury,RAN OFF ROAD RIGHT,1300 W 3RD ST & PATTERSON,39.152962,-86.54313419
2013,1,7,Weekend,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S COLLEGE MALL RD,39.15292396,-86.49788454
2013,12,6,Weekday,1100,1-Car,No injury,RAN OFF ROAD RIGHT,BROWN COUNTY LINE & SR46E,39.15287018,-86.370695
2013,6,1,Weekend,1500,1-Car,functional,SPEED TOO FAST FOR WEATHER CONDITIONS,BROWN COUNTY LINE & SR46E,39.15287018,-86.37073387
2013,8,4,Weekday,1400,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,3RD & PATTERSON DR,39.15286596,-86.55128002
2013,5,7,Weekend,1600,2-Car,No injury,IMPROPER TURNING,ROLLING RIDGE WAY,39.15279007,-86.56282043
2013,3,6,Weekday,900,2-Car,No injury,UNSAFE BACKING,7TH & WALNUT ST,39.15268644,-86.53359018
2013,8,6,Weekday,1400,2-Car,No injury,UNSAFE BACKING,S CLARRIZ BLVD,39.15263367,-86.49272918
2013,9,2,Weekday,2200,2-Car,No injury,UNSAFE BACKING,CLARIZZ BLVD,39.15263367,-86.49272918
2013,9,2,Weekday,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,CLARIZZ BLVD,39.15263367,-86.49272918
2013,11,6,Weekday,900,1-Car,No injury,UNSAFE SPEED,S CLARIZZ BLVD,39.15263367,-86.49272918
2013,12,1,Weekend,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SOUTH CLARIZZ BLVD,39.15263367,-86.49272918
2013,12,3,Weekday,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S CLARIZZ BLVD,39.15263367,-86.49272918
2013,5,4,Weekday,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,HIGH ST & VIVA,39.15258989,-86.50845989
2013,7,3,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,DRISCOLL & DUNN ST,39.152544,-86.528
2013,9,6,Weekday,700,2-Car,No injury,UNSAFE BACKING,ATWATER & PARK AVE,39.15253614,-86.52403011
2013,12,4,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,CLARIZZ BLVD & COVENANTER,39.15246986,-86.49051994
2013,12,6,Weekday,1000,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,CLARIZZ BLVD & COVENANTER,39.15246986,-86.49051994
2013,9,6,Weekday,1400,3+ Cars,functional,UNSAFE SPEED,SR37S & TAPP,39.15243937,-86.5544281
2013,10,1,Weekend,400,2-Car,No injury,RAN OFF ROAD RIGHT,S SWEETBRIAR & S SWEETBRIAR CT,39.15231801,-86.52541011
2013,8,3,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,MONON & SOUTH WALNUT ST,39.15224,-86.5336
2013,9,5,Weekday,1800,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,8900 RICE RD & GARRISON CHAPEL,39.15219854,-86.65224653
2013,6,6,Weekday,1100,2-Car,No injury,UNSAFE BACKING,2200 S SWEETBRIAR DR & SWEETBRIAR,39.15216223,-86.525192
2013,3,6,Weekday,0,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,BAYLES & SR37N,39.1521193,-86.54286956
2013,1,1,Weekend,1700,2-Car,No injury,UNSAFE LANE MOVEMENT,SIERRA & SIERRA DR,39.15210977,-86.58777239
2013,11,5,Weekday,2000,3+ Cars,functional,UNSAFE SPEED,E WOODVIEW & SR46E,39.152,-86.3812
2013,6,7,Weekend,1700,3+ Cars,No injury,UNSAFE SPEED,SEWELL & SR46E,39.15175008,-86.38285838
2013,10,3,Weekday,1500,2-Car,No injury,UNSAFE BACKING,LIBERTY DR,39.15169907,-86.57738494
2013,2,7,Weekend,2100,2-Car,No injury,UNSAFE BACKING,FENBROOK LN,39.1516766,-86.48675411
2013,6,4,Weekday,900,3+ Cars,No injury,IMPROPER TURNING,S FENBROOKE LN,39.1516766,-86.48675411
2013,5,6,Weekend,2200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,BRUMMETS CREEK & SR46E,39.15167405,-86.38975712
2013,7,2,Weekday,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,SOUTH WALNUT ST & WILSON,39.151648,-86.5336
2013,8,3,Weekday,0,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HUNTER & WOODLAWN AVE,39.1516365,-86.52263
2013,3,1,Weekend,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,1400 S WASHINGTON ST & E WILSON,39.151616,-86.5324
2013,1,4,Weekday,1100,2-Car,No injury,ROADWAY SURFACE CONDITION,8758 W RICE RD & S GARRISON CHAPEL,39.151552,-86.643504
2013,10,6,Weekend,2100,1-Car,No injury,RAN OFF ROAD RIGHT,CAVE RD & GIFFORD,39.15147007,-86.62891991
2013,4,5,Weekday,1600,1-Car,No injury,RAN OFF ROAD RIGHT,W GIFFORD RD,39.15136479,-86.60666093
2013,12,7,Weekend,1300,1-Car,No injury,RAN OFF ROAD RIGHT,ENDWRIGHT & GIFFORD RD,39.15135611,-86.59816367
2013,11,6,Weekday,1400,Pedestrian,functional,DISREGARD SIGNAL/REG SIGN,KIRBY RD & SR45,39.15134698,-86.61031799
2013,4,1,Weekend,0,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BASSWOOD CIR,39.15121841,-86.57061767
2013,11,4,Weekday,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,39.15119983,-86.5768703
2013,12,5,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,39.15119983,-86.5768703
2013,3,3,Weekday,1800,2-Car,No injury,UNSAFE LANE MOVEMENT,S CURRY PIKE,39.15113278,-86.58267796
2013,1,1,Weekend,800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S CLARIZZ BLVD,39.1509638,-86.49129711
2013,1,4,Weekday,2300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SOUTH CLARIZZ BLVD,39.1509638,-86.49129711
2013,4,6,Weekday,1500,2-Car,No injury,UNSAFE BACKING,S CLARIZZ BLVD,39.1509638,-86.49129711
2013,5,6,Weekday,1000,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S CLARIZZ BLVD,39.1509638,-86.49129711
2013,1,5,Weekday,1800,3+ Cars,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,HILLSIDE & WOODLAWN AVE,39.15072,-86.522496
2013,3,7,Weekend,1400,2-Car,No injury,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,KIRKWOOD & WALNUT ST,39.15071782,-86.53361029
2013,11,1,Weekend,1600,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,HENDERSON & HILLSIDE DR,39.15070392,-86.5251985
2013,6,6,Weekday,1300,2-Car,functional,FOLLOWING TOO CLOSELY,HILLSIDE DR & HUNTINGTON,39.150688,-86.520896
2013,10,3,Weekday,0,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,E HILLSIDE DR & HUNTINGTON,39.150688,-86.520896
2013,1,5,Weekday,1600,2-Car,functional,FOLLOWING TOO CLOSELY,HILLSIDE & S ROGERS ST,39.15064,-86.538592
2013,3,1,Weekday,2200,1-Car,No injury,RAN OFF ROAD RIGHT,S ROGERS ST & W HILLSIDE,39.15064,-86.538592
2013,3,4,Weekday,1000,2-Car,No injury,UNSAFE BACKING,HILLSIDE & ROGERS ST,39.15064,-86.538592
2013,2,7,Weekend,2300,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE DR & MAXWELL,39.150576,-86.515088
2013,7,2,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE DR & MAXWELL,39.15056013,-86.51511408
2013,5,1,Weekend,100,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE DR & WEATHERSTONE,39.15056013,-86.51882998
2013,1,3,Weekday,700,Pedestrian,functional,FAILURE TO YIELD RIGHT OF WAY,HENDERSON ST & HILLSIDE,39.15056013,-86.52691014
2013,5,5,Weekday,800,3+ Cars,functional,FOLLOWING TOO CLOSELY,HENDESON & HILLSIDE DR,39.15056013,-86.52691014
2013,10,1,Weekend,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E HILLSIDE DR & S HENDERSON,39.15056013,-86.52691014
2013,12,2,Weekday,2200,2-Car,functional,FOLLOWING TOO CLOSELY,E HILLSIDE DR & S HENDERSON,39.15056013,-86.52691014
2013,9,7,Weekend,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,DUNN & HILLSIDE DR,39.15055007,-86.5281701
2013,2,5,Weekday,1900,2-Car,No injury,FOLLOWING TOO CLOSELY,DUNN & HILLSIDE DR,39.15055007,-86.52818308
2013,8,4,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HIGH & HILLSIDE DR,39.150544,-86.50844673
2013,7,2,Weekday,1700,Pedestrian,non-funcitonal,PEDESTRIAN ACTION,E HILLSIDE DR & NANCY,39.150544,-86.51135256
2013,10,1,Weekend,1600,3+ Cars,No injury,FOLLOWING TOO CLOSELY,E MOORES PIKE & VALLEY FORGE,39.150544,-86.502992
2013,9,6,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,CAPE COD & E MOORES PIKE,39.150544,-86.506784
2013,3,5,Weekday,1100,3+ Cars,No injury,FOLLOWING TOO CLOSELY,E MOORES PIKE & S HIGH,39.150544,-86.508288
2013,6,5,Weekday,800,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,HIGH ST & MOORES,39.150544,-86.508288
2013,11,5,Weekday,800,2-Car,functional,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E HILLSIDE DR & NANCY,39.150544,-86.511088
2013,11,2,Weekday,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,DORCHESTER & HILLSIDE DR,39.150544,-86.512592
2013,11,1,Weekend,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE DR & LONGWOOD,39.150544,-86.51276837
2013,9,6,Weekend,2100,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & WALNUT ST,39.150544,-86.5336
2013,9,4,Weekday,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE DR & S WALNUT,39.150544,-86.5336
2013,7,3,Weekday,1600,2-Car,non-funcitonal,UNSAFE LANE MOVEMENT,FARMER & S CURRY PIKE,39.15054001,-86.58262029
2013,7,6,Weekday,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE PIKE & FARMER,39.15054001,-86.58262029
2013,2,3,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE DR & WOODLAWN,39.15052995,-86.52261994
2013,2,6,Weekday,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & WALNUT ST,39.15051989,-86.53366997
2013,3,5,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & WALNUT ST,39.15051989,-86.53366997
2013,4,7,Weekend,1000,2-Car,functional,FOLLOWING TOO CLOSELY,HILLSIDE & WALNUT ST,39.15051989,-86.53366997
2013,8,4,Weekday,1000,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE & WALNUT ST,39.15051989,-86.53366997
2013,10,2,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,EAST HILLSIDE DR & SOUTH WALNUT,39.15051989,-86.53366997
2013,9,4,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,HILLSIDE DR & NANCY,39.15050983,-86.51106029
2013,3,6,Weekday,1500,2-Car,No injury,BRAKE FAILURE OR DEFECTIVE,CLIFTON & HILLSIDE DR,39.15049978,-86.50953009
2013,7,4,Weekday,800,2-Car,No injury,FOLLOWING TOO CLOSELY,COLLEGE MALL & MOORES PIKE,39.15048033,-86.49825006
2013,8,2,Weekday,900,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,MOORES PIKE & VALLEY FORGE,39.15048033,-86.50294348
2013,1,4,Weekday,1500,3+ Cars,functional,DRIVER ILLNESS,HIGH & HILLSIDE DR,39.15048033,-86.50842247
2013,3,3,Weekday,1300,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,HIGH & MOORES PIKE,39.15048033,-86.50852628
2013,1,5,Weekday,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,MOORES & S COLLEGE MALL RD,39.150448,-86.498
2013,10,5,Weekday,1100,2-Car,functional,SPEED TOO FAST FOR WEATHER CONDITIONS,COLLEGE MALL & E MOORES PIKE,39.150448,-86.498
2013,4,3,Weekday,700,Moped/Motorcycle,functional,RAN OFF ROAD RIGHT,MOORES PIKE & SARE,39.150448,-86.4992
2013,2,4,Weekday,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,10TH & CAMPBELL ST,39.15043733,-86.51394031
2013,9,7,Weekend,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E 10TH & N SUNRISE DR,39.15042727,-86.51247985
2013,2,7,Weekend,1800,2-Car,No injury,IMPROPER PASSING,10TH & UNION ST,39.15039712,-86.5094503
2013,4,4,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,MOORES PIKE & SR446,39.150352,-86.471296
2013,6,1,Weekend,1100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,MOORES & SR446E,39.150352,-86.471296
2013,9,1,Weekend,500,1-Car,No injury,RAN OFF ROAD RIGHT,LAMPKINS RIDGE & SR446E,39.150352,-86.471296
2013,9,7,Weekend,800,2-Car,No injury,LEFT OF CENTER,E MOORES & SR446S,39.150352,-86.471296
2013,4,4,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,446 & MOORES PIKE,39.15035024,-86.47138975
2013,8,6,Weekday,1200,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,LAMPKINS RIDGE & SR446S,39.15034166,-86.47139351
2013,4,2,Weekday,1700,2-Car,functional,FOLLOWING TOO CLOSELY,CLARIZZ BLVD & MOORES,39.15034018,-86.4913199
2013,6,6,Weekday,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,CLARIZZ & MOORES PIKE,39.15034018,-86.4913199
2013,10,6,Weekend,1900,2-Car,No injury,IMPROPER LANE USAGE,ALLEN & S ROGERS ST,39.15030393,-86.53874002
2013,5,7,Weekend,2200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,MOORES & SMITH RD,39.150224,-86.480464
2013,9,3,Weekday,1900,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,MOORES & S SMITH RD,39.150224,-86.480464
2013,11,7,Weekend,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,MOORES PIKE & SMITH,39.150224,-86.480464
2013,4,2,Weekday,900,2-Car,No injury,LEFT OF CENTER,MOORES & SMITH RD,39.15022016,-86.48046031
2013,6,6,Weekday,1300,2-Car,functional,DISREGARD SIGNAL/REG SIGN,MOORES PIKE & SMITH,39.15022016,-86.48046031
2013,2,2,Weekday,1600,1-Car,functional,RAN OFF ROAD RIGHT,E MOORES PIKE & FENBROOK,39.15022016,-86.48725106
2013,9,3,Weekday,800,2-Car,functional,DISREGARD SIGNAL/REG SIGN,E MOORES PIKE & SO SMITH,39.15021773,-86.48046161
2013,8,7,Weekend,2100,1-Car,No injury,ROADWAY SURFACE CONDITION,E MOORES PIKE & S OLCOTT,39.15018998,-86.48498989
2013,6,6,Weekday,900,2-Car,No injury,LEFT OF CENTER,MOORES PIKE & OLCOTT,39.15018998,-86.48500719
2013,12,6,Weekday,800,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,INGRAM & SR37S,39.14997946,-86.59564208
2013,5,6,Weekday,1700,2-Car,No injury,UNSAFE BACKING,LIBERTY DR,39.14996719,-86.57511901
2013,11,7,Weekend,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,SOUTH WALNUT ST,39.14982139,-86.53338645
2013,3,4,Weekday,900,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,BASSWOOD DR & BLOOMFIELD,39.14978027,-86.56887707
2013,3,4,Weekday,900,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,BASSWOOD DR & BLOOMIFIELD,39.14978027,-86.56888357
2013,2,6,Weekday,1000,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,BASSWOOD DR & BLOOMFIELD,39.14978027,-86.56889006
2013,3,6,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,BASSWOOD & BLOOMFIELD RD,39.14978027,-86.56889006
2013,3,1,Weekday,2300,1-Car,No injury,RAN OFF ROAD RIGHT,BLOOMFIELD RD & OAKDALE,39.14978027,-86.56889006
2013,6,6,Weekday,1400,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,BASSWOOD & BLOOMFIELD RD,39.14978027,-86.56889006
2013,8,6,Weekday,500,2-Car,No injury,UNSAFE BACKING,BLOOMFIELD & OAKDALE DR,39.14978027,-86.56889006
2013,9,4,Weekday,1400,2-Car,No injury,IMPROPER TURNING,BASSWOOD DR & BLOOMFIELD,39.14978027,-86.56889006
2013,3,3,Weekday,700,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,S OAKDALE & SR45W,39.14978027,-86.56889343
2013,9,5,Weekday,500,3+ Cars,functional,LEFT OF CENTER,BLOOMFIELD RD & STONE,39.14978027,-86.56890045
2013,5,6,Weekday,1500,2-Car,No injury,IMPROPER PASSING,SOUTH BASSWOOD & WEST BLOOMFIELD RD,39.14978027,-86.56891603
2013,11,5,Weekday,1500,2-Car,functional,FOLLOWING TOO CLOSELY,S BASSWOOD & W BLOOMFIELD RD,39.14978027,-86.56895066
2013,11,3,Weekday,1900,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S BASSWOOD CIR,39.14968,-86.57104
2013,12,1,Weekday,2300,1-Car,functional,RAN OFF ROAD RIGHT,S OAKDALE DR,39.14964549,-86.56884312
2013,5,5,Weekday,800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E SOUTHERN DR,39.14963531,-86.5329895
2013,1,6,Weekend,1900,1-Car,functional,RAN OFF ROAD RIGHT,CONSTITUTION & LIBERTY DR,39.149552,-86.575936
2013,3,5,Weekday,1100,3+ Cars,No injury,FAILURE TO YIELD RIGHT OF WAY,LIBERTY & S LIBERTY DR,39.149552,-86.575936
2013,4,2,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,39.149552,-86.575936
2013,5,5,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,39.149552,-86.575936
2013,5,6,Weekday,1500,Moped/Motorcycle,functional,FOLLOWING TOO CLOSELY,CONSTITUTION & S LIBERTY DR,39.149552,-86.575936
2013,8,2,Weekday,1100,2-Car,functional,FOLLOWING TOO CLOSELY,CONSTITUTION & S LIBERTY DR,39.149552,-86.575936
2013,11,5,Weekday,800,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,LIBERTY & WEST CONSTITUTION AVE AVE,39.149552,-86.575936
2013,8,2,Weekday,2200,2-Car,No injury,UNSAFE BACKING,HIGHLAND & SKYLARK CT,39.14941554,-86.51726188
2013,6,3,Weekday,2300,1-Car,functional,RAN OFF ROAD RIGHT,MOORES & S SMITH RD,39.14940015,-86.48044628
2013,10,2,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,BEASLEY & CURRY PIKE,39.149152,-86.582704
2013,6,4,Weekday,300,1-Car,functional,RAN OFF ROAD RIGHT,ROGERS ST,39.14894867,-86.53729248
2013,8,1,Weekend,900,2-Car,No injury,UNSAFE BACKING,SUDBURRY DR,39.14894812,-86.56257279
2013,5,6,Weekend,2000,2-Car,No injury,UNSAFE LANE MOVEMENT,EAST VERMILYA & SOUTH WALNUT ST,39.148928,-86.53312
2013,9,3,Weekday,1600,3+ Cars,functional,FOLLOWING TOO CLOSELY,S WALNUT ST & VERMILYA,39.148928,-86.53312
2013,9,1,Weekend,1600,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,VERMILYA & WALNUT ST,39.148928,-86.53312
2013,12,2,Weekday,1600,2-Car,No injury,UNSAFE LANE MOVEMENT,SOUTH WALNUT ST & VERMILYA,39.148928,-86.53312
2013,2,4,Weekday,800,2-Car,No injury,UNSAFE LANE MOVEMENT,EAST VERMILYA & WALNUT ST,39.14891995,-86.53324015
2013,3,2,Weekday,1800,2-Car,No injury,FOLLOWING TOO CLOSELY,VERMILYA & WALNUT ST,39.14891995,-86.53324015
2013,2,5,Weekday,700,3+ Cars,No injury,UNSAFE SPEED,SR45 030 B & SR45N,39.14884425,-86.57041556
2013,8,3,Weekday,1500,2-Car,No injury,UNSAFE LANE MOVEMENT,1700 BLK S WALNUT ST & VERMILYA,39.14874069,-86.53306431
2013,1,7,Weekend,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,MULLER PKWY & W 3RD,39.14863861,-86.56270019
2013,9,2,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,EAST THORNTON & SOUTH HENDERSON ST,39.148544,-86.526912
2013,1,4,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD & OAKDALE,39.148544,-86.571504
2013,3,5,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,BLOOMFIELD & OAKDALE DR,39.148544,-86.571504
2013,12,4,Weekday,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,BLOOMFIELD RD & OAKDALE,39.148544,-86.571504
2013,4,3,Weekday,1500,2-Car,No injury,UNSAFE BACKING,S 446 HWY,39.148464,-86.471256
2013,5,7,Weekend,0,2-Car,No injury,IMPROPER TURNING,S SR 446 ST,39.148464,-86.471256
2013,9,4,Weekday,1500,2-Car,functional,FOLLOWING TOO CLOSELY,BLOOMFIELD DR & SR 37,39.14833413,-86.57183647
2013,2,4,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37 & SR45W,39.14830876,-86.57299634
2013,1,2,Weekday,1900,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD & SR37S,39.148144,-86.572992
2013,1,7,Weekend,1600,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,BLOOMFIELD RD & SR37S,39.148144,-86.572992
2013,2,2,Weekday,1100,2-Car,No injury,FOLLOWING TOO CLOSELY,SR37S & SR45,39.148144,-86.572992
2013,3,4,Weekday,1200,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,SR37 & SR46W,39.148144,-86.572992
2013,3,4,Weekday,800,3+ Cars,functional,FOLLOWING TOO CLOSELY,SR37N & W BLOOMFIELD RD,39.148144,-86.572992
2013,4,3,Weekday,800,2-Car,No injury,FOLLOWING TOO CLOSELY,BLOOMFIELD & SR37S,39.148144,-86.572992
2013,7,2,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SR3716 & SR45W,39.148144,-86.572992
2013,8,2,Weekday,1700,Moped/Motorcycle,functional,DISREGARD SIGNAL/REG SIGN,SR37 & SR45W,39.148144,-86.572992
2013,9,7,Weekend,1100,2-Car,No injury,FOLLOWING TOO CLOSELY,SR37S & SR45W,39.148144,-86.572992
2013,9,7,Weekend,800,2-Car,functional,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37S & SR45W,39.148144,-86.572992
2013,10,4,Weekday,1100,2-Car,No injury,FOLLOWING TOO CLOSELY,SR37S & SR45S,39.148144,-86.572992
2013,10,4,Weekday,900,2-Car,No injury,FOLLOWING TOO CLOSELY,SR37S & SR45,39.148144,-86.572992
2013,12,5,Weekday,700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,37 & SR45W,39.148144,-86.572992
2013,12,5,Weekday,1700,3+ Cars,No injury,FOLLOWING TOO CLOSELY,BLOOMFIELD RD & SR37N,39.148144,-86.572992
2013,3,6,Weekend,2300,2-Car,No injury,UNSAFE BACKING,S WALNUT ST,39.14802351,-86.5328542
